image_id,filename,scene_type,complexity,subjects,actions,colors,setting,gold_standard,structure_what,structure_who,structure_where,structure_color,structure_size,structure_mood,question_who,question_what,question_where,question_color,question_size,question_action,question_mood,answer_who,answer_what,answer_where,answer_color,answer_size,answer_action,answer_mood
059,image_059.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
060,image_060.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
061,image_061.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
062,image_062.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
063,image_063.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
064,image_064.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
065,image_065.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
066,image_066.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
067,image_067.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
068,image_068.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
069,image_069.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
070,image_070.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
071,image_071.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
072,image_072.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
073,image_073.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
074,image_074.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
075,image_075.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
076,image_076.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
077,image_077.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
078,image_078.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
079,image_079.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
080,image_080.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
081,image_081.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
082,image_082.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
083,image_083.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
084,image_084.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
085,image_085.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
086,image_086.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
087,image_087.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
088,image_088.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
089,image_089.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
090,image_090.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
091,image_091.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
092,image_092.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
093,image_093.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
094,image_094.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
095,image_095.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
096,image_096.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
097,image_097.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
098,image_098.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
099,image_099.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
100,image_100.jpg,,,,,,,,,,,,,,,,,,,,,,,,,
